,Accession,Score,pVal (-log10),Rep1delta_SH,Rep2delta_SH,Rep1Group1_R2,Rep1Group2_R2,Rep1Group1_SH,Rep1Group2_SH,Rep1min_Slope,Rep2Group1_R2,Rep2Group2_R2,Rep2Group1_SH,Rep2Group2_SH,Rep2min_Slope
496,TMEM30A,0.421,0.498,0.06,0.127,0.963,0.954,5.406,5.231,-0.138,0.946,0.957,5.153,5.476,-0.115
505,TPBG,0.416,0.446,0.132,0.052,0.979,0.987,5.417,4.83,-0.066,0.996,0.989,4.968,5.181,-0.049
82,CADM4,0.414,0.657,0.084,0.051,0.903,0.879,6.568,6.162,-0.047,0.98,0.854,6.214,6.592,-0.019
478,STXBP3,0.413,0.424,0.074,0.087,0.994,0.993,2.731,2.653,-0.145,1.0,1.0,2.379,2.226,-0.168
229,IFNAR2,0.413,0.416,0.02,0.109,0.999,0.998,3.112,3.104,-0.101,0.988,0.991,3.08,3.513,-0.073
149,DSC2,0.41,0.414,0.036,0.053,0.997,0.998,4.337,4.495,-0.076,0.998,0.976,4.745,5.02,-0.074
237,IL17RC,0.408,0.425,0.07,0.091,0.997,0.983,2.98,3.247,-0.096,0.984,0.995,3.036,3.23,-0.098
188,G6PD,0.407,0.415,0.099,0.058,0.993,0.997,3.789,3.969,-0.217,0.992,0.997,3.726,3.791,-0.175
51,ATP2A2,0.404,0.415,0.02,0.138,0.99,0.997,3.183,3.146,-0.184,0.999,0.987,3.208,2.959,-0.201
413,SLC12A4,0.403,0.413,0.039,0.05,0.994,0.993,4.037,4.08,-0.102,0.998,0.995,3.962,4.063,-0.103
95,CD46,0.401,0.523,0.117,0.068,0.945,0.926,5.988,6.588,-0.043,0.937,0.876,6.047,6.461,-0.034
164,EPHB4,0.396,0.397,0.016,0.078,0.999,0.999,1.466,1.444,-0.194,1.0,1.0,1.462,1.383,-0.201
444,SLC38A5,0.396,0.473,0.098,0.074,0.963,0.95,5.295,5.576,-0.092,0.957,0.958,5.322,5.588,-0.085
211,HMGB1,0.391,0.584,0.14,0.188,0.878,0.932,5.754,6.412,-0.054,0.938,0.977,5.686,4.588,-0.044
5,ABCC4,0.388,0.597,0.034,0.079,0.918,0.878,5.371,5.458,-0.07,0.911,0.892,5.481,5.3,-0.07
175,FAM62A,0.386,0.388,0.037,0.06,0.998,0.999,1.929,1.909,-0.128,0.999,0.999,2.227,2.164,-0.116
134,CTNND1,0.385,0.406,0.059,0.032,0.987,0.987,2.223,1.996,-0.157,0.991,0.987,2.118,2.06,-0.183
180,FEN1,0.384,0.391,0.018,0.078,0.995,0.995,1.973,1.95,-0.147,0.998,0.998,1.834,1.731,-0.149
507,TRPM4,0.384,0.427,0.02,0.141,0.972,0.976,3.165,3.191,-0.094,0.977,0.976,3.123,3.491,-0.11
227,IFITM1,0.382,0.457,0.066,0.103,0.968,0.945,5.958,6.212,-0.363,0.802,0.86,6.164,6.377,-0.774
303,NAG,0.381,0.396,0.053,0.041,0.988,0.993,1.909,1.747,-0.204,0.805,0.937,1.923,1.594,-0.811
483,TBXA2R,0.378,0.682,0.11,0.109,0.864,0.862,4.51,4.972,-0.058,0.877,0.906,4.8,5.221,-0.065
235,IL13RA1,0.373,0.421,0.036,0.123,0.975,0.967,4.902,4.961,-0.045,0.922,0.982,5.515,4.923,-0.036
62,ATP6V1B2,0.372,0.556,0.077,0.131,0.861,0.949,4.734,4.547,-0.06,0.86,0.913,4.686,4.719,-0.088
154,EEF2,0.372,0.41,0.055,0.101,0.969,0.982,5.34,5.369,-0.141,0.959,0.98,5.107,5.314,-0.122
179,FCGR2C,0.37,0.47,0.071,0.101,0.961,0.923,6.515,6.888,-0.037,0.933,0.908,6.676,6.88,-0.031
159,ENO1,0.369,0.46,0.229,0.06,0.942,0.951,5.344,5.649,-0.213,0.957,0.988,5.49,5.324,-0.126
196,GNB1,0.369,0.379,0.132,0.231,0.99,0.996,4.844,5.124,-0.33,0.994,0.962,4.952,4.478,-0.19
482,TAGLN2,0.369,0.379,0.027,0.126,0.995,0.992,3.355,3.366,-0.157,0.996,0.995,3.188,2.719,-0.129
24,AMIGO2,0.367,0.403,0.052,0.04,0.983,0.972,5.03,4.889,-0.077,0.998,0.995,4.611,4.528,-0.072
277,M11S1,0.367,0.375,0.183,0.037,0.992,0.997,3.37,3.709,-0.099,0.998,0.995,3.587,3.339,-0.082
156,EIF5,0.367,0.378,0.106,0.007,0.989,0.996,2.525,2.661,-1.183,0.998,0.996,2.595,2.59,-0.176
112,CDV3,0.366,0.573,0.107,0.057,0.899,0.889,4.067,4.583,-0.05,0.939,0.949,4.966,4.683,-0.067
384,RHOT2,0.366,0.377,0.079,0.02,0.987,0.997,2.422,2.568,-0.158,0.999,0.997,2.326,2.329,-0.133
241,IQGAP1,0.363,0.368,0.038,0.107,0.995,0.998,3.031,3.066,-0.471,0.996,0.997,3.03,3.19,-1.119
338,PLXNB1,0.362,0.372,0.017,0.163,0.992,0.994,3.371,3.369,-0.096,0.991,0.992,3.23,3.67,-0.162
304,NAPG,0.362,0.367,0.108,0.036,0.998,0.995,2.317,2.547,-0.16,0.994,0.989,2.525,2.654,-0.157
357,PTPRS,0.36,0.363,0.045,0.058,0.998,0.997,2.615,2.753,-0.139,0.998,0.991,2.506,2.869,-0.213
78,C1QBP,0.359,0.388,0.151,0.055,0.974,0.986,2.971,3.215,-0.259,0.992,0.984,2.836,2.595,-0.105
114,CLCN3,0.358,0.465,0.126,0.045,0.956,0.918,5.515,5.25,-0.098,0.965,0.969,5.369,5.298,-0.095
350,PRSS8,0.357,0.599,0.013,0.057,0.935,0.826,5.798,5.879,-0.027,0.851,0.825,6.089,5.784,-0.027
466,SNX6,0.357,0.362,0.042,0.062,0.999,0.994,2.262,2.33,-0.133,0.993,0.99,2.162,2.285,-0.135
308,NOTCH1,0.352,0.357,0.037,0.068,0.995,0.997,2.143,2.188,-0.126,0.994,0.996,2.091,2.26,-0.134
126,COMT,0.349,0.352,0.062,0.045,0.999,0.997,3.158,3.042,-0.135,0.998,0.997,3.108,3.028,-0.118
88,CCT3,0.348,0.354,0.031,0.138,0.997,0.995,4.548,4.568,-0.145,0.994,0.981,4.583,4.261,-0.135
163,EPCAM,0.348,0.361,0.028,0.076,0.99,0.991,4.867,4.966,-0.04,0.997,0.989,4.76,5.199,-0.039
524,VIM,0.346,0.369,0.229,0.127,0.984,0.984,3.85,3.617,-0.211,0.996,0.995,3.737,3.863,-0.19
499,TNFRSF10A,0.346,0.372,0.111,0.01,0.98,0.985,4.562,4.113,-0.074,0.891,0.888,4.503,4.556,-0.042
391,RPSA,0.341,0.353,0.03,0.11,0.998,0.986,4.374,4.352,-0.085,0.998,0.994,4.032,3.661,-0.078
34,AP2A1,0.338,0.344,0.148,0.01,0.993,0.999,2.844,3.066,-0.156,0.999,0.991,2.934,2.882,-0.131
454,SLC6A6,0.337,0.422,0.049,0.037,0.934,0.958,5.652,5.818,-0.068,0.955,0.94,5.999,6.094,-0.071
307,NEO1,0.336,0.338,0.071,0.064,0.999,0.998,4.04,4.32,-0.065,0.998,0.997,4.115,4.44,-0.067
128,CORO1B,0.336,0.347,0.076,0.062,0.994,0.99,3.024,3.112,-1.151,0.996,0.995,3.147,3.404,-0.288
158,EMR2,0.335,0.463,0.052,0.118,0.944,0.901,5.927,6.116,-0.084,0.913,0.907,6.076,6.408,-0.102
178,FCGR2B,0.335,0.385,0.051,0.098,0.963,0.968,5.519,5.43,-0.054,0.987,0.98,5.691,5.291,-0.062
511,TUBB2C,0.334,0.466,0.134,0.21,0.895,0.946,5.176,5.551,-0.09,0.928,0.957,5.245,4.522,-0.088
127,COPB1,0.334,0.341,0.085,0.025,0.993,0.996,2.876,2.742,-0.176,0.995,0.991,2.878,2.832,-0.181
168,ESAM,0.334,0.491,0.013,0.056,0.895,0.921,6.192,6.141,-0.026,0.883,0.868,6.685,6.424,-0.025
286,MERTK,0.334,0.341,0.066,0.044,0.998,0.991,2.33,2.463,-0.141,0.996,0.989,2.345,2.632,-0.121
491,TIMP1,0.332,0.357,0.061,0.08,0.966,0.998,5.99,5.648,-0.036,0.966,0.989,5.826,5.49,-0.034
30,ANXA2,0.329,0.331,0.018,0.095,0.999,0.999,3.647,3.627,-0.171,0.993,0.984,3.549,3.313,-0.182
461,SLC9A1,0.329,0.344,0.039,0.148,0.992,0.986,4.182,4.084,-0.06,0.994,0.995,4.154,4.813,-0.066
7,ACE,0.327,0.358,0.056,0.049,0.983,0.972,5.283,5.562,-0.045,0.985,0.98,5.347,5.439,-0.048
47,ATP13A3,0.325,0.337,0.074,0.037,0.987,0.994,4.088,4.323,-0.225,0.979,0.985,4.041,4.204,-0.197
268,LRFN1,0.322,0.323,0.049,0.066,1.0,0.998,4.013,3.814,-0.071,0.996,0.996,3.802,3.654,-0.08
453,SLC5A6,0.321,0.383,0.005,0.154,0.969,0.944,5.587,5.577,-0.048,0.973,0.979,5.458,6.045,-0.067
526,XRCC5,0.321,0.334,0.1,0.012,0.983,0.997,1.66,1.58,-0.866,0.998,0.999,1.378,1.32,-1.288
530,ZYX,0.32,0.539,0.103,0.046,0.829,0.93,5.802,6.108,-0.049,0.987,0.985,4.875,4.865,-0.066
148,DNM2,0.319,0.399,0.053,0.04,0.924,0.969,3.865,3.706,-0.1,0.999,0.996,3.091,3.039,-0.099
298,MTDH,0.319,0.343,0.195,0.085,0.977,0.987,4.316,4.788,-0.081,0.984,0.989,4.39,4.27,-0.077
106,CD97,0.318,0.525,0.017,0.044,0.893,0.871,6.275,6.373,-0.03,0.977,0.963,6.068,6.298,-0.05
431,SLC26A2,0.317,0.324,0.038,0.077,0.994,0.995,2.873,2.968,-0.139,0.99,0.992,2.95,3.104,-0.175
324,PCYOX1,0.316,0.41,0.17,0.08,0.916,0.958,6.327,5.952,-0.124,0.872,0.826,6.838,7.049,-0.055
262,LCP1,0.31,0.324,0.032,0.099,0.986,0.992,4.692,4.55,-0.07,0.985,0.98,4.621,4.329,-0.079
284,MCTS1,0.306,0.401,0.042,0.051,0.929,0.941,4.761,4.622,-0.054,0.943,0.905,4.689,4.55,-0.066
46,ATP11C,0.305,0.354,0.05,0.19,0.95,0.976,5.103,5.16,-0.341,0.98,0.968,5.145,4.693,-0.194
17,ADCY3,0.302,0.305,0.055,0.069,0.997,0.997,2.087,2.153,-0.169,0.996,0.997,2.358,2.478,-0.158
301,MYH10,0.301,0.318,0.088,0.029,0.982,0.99,3.078,2.52,-0.09,0.994,0.984,2.702,2.666,-0.103
300,MXRA8,0.301,0.449,0.099,0.067,0.907,0.902,4.667,5.118,-0.055,0.996,0.996,3.95,4.143,-0.068
360,PVR,0.301,0.381,0.051,0.097,0.941,0.945,6.515,6.194,-0.025,0.863,0.887,6.267,5.859,-0.023
8,ACLY,0.3,0.307,0.067,0.193,0.993,0.995,3.073,2.964,-0.182,0.995,0.998,3.22,3.513,-0.29
150,DSG2,0.3,0.324,0.051,0.08,0.981,0.982,4.385,4.52,-0.085,0.985,0.982,4.579,4.793,-0.118
273,LRRC8B,0.3,0.303,0.044,0.166,0.997,0.998,3.487,3.461,-0.099,0.999,0.997,3.447,4.036,-0.117
321,PAK2,0.295,0.315,0.03,0.098,0.982,0.984,4.107,3.996,-0.095,0.964,0.993,4.119,3.85,-0.092
486,TFR2,0.295,0.493,0.03,0.038,0.865,0.894,5.913,5.724,-0.021,0.909,0.939,5.832,5.554,-0.023
351,PTGER3,0.294,0.404,0.076,0.016,0.909,0.938,5.49,5.903,-0.037,0.969,0.949,5.612,5.702,-0.041
206,HDDC2,0.294,0.39,0.064,0.087,0.892,0.974,5.331,5.221,-0.071,0.939,0.95,5.915,5.789,-0.134
330,PHB2,0.29,0.503,0.041,0.107,0.841,0.903,5.921,6.039,-0.032,0.872,0.926,5.228,4.796,-0.04
2,ABCB1,0.29,0.303,0.06,0.064,0.987,0.992,3.256,3.472,-0.082,0.98,0.974,3.365,3.652,-0.076
332,PLAU,0.289,0.413,0.065,0.024,0.917,0.912,5.523,5.952,-0.032,0.977,0.957,5.27,5.386,-0.036
520,VASN,0.283,0.314,0.042,0.085,0.974,0.976,5.179,5.003,-0.038,0.981,0.961,5.897,5.662,-0.052
224,ICAM1,0.282,0.408,0.04,0.051,0.924,0.9,6.251,6.53,-0.024,0.901,0.883,6.296,6.626,-0.025
407,SERBP1,0.282,0.39,0.033,0.184,0.881,0.964,5.716,5.829,-0.072,0.963,0.989,5.671,4.997,-0.07
509,TSPAN14,0.28,0.302,0.076,0.047,0.984,0.98,4.999,5.412,-0.044,0.979,0.962,5.105,5.252,-0.048
251,ITGB3,0.276,0.31,0.024,0.102,0.978,0.966,5.652,5.723,-0.05,0.991,0.954,6.205,6.664,-0.056
247,ITGAM,0.275,0.313,0.044,0.075,0.981,0.955,5.667,5.906,-0.039,0.977,0.935,5.81,6.284,-0.035
508,TRPV2,0.272,0.314,0.046,0.165,0.967,0.962,4.204,4.155,-0.136,0.983,0.994,4.201,4.491,-0.208
291,MME,0.27,0.421,0.036,0.051,0.906,0.885,5.784,5.99,-0.042,0.923,0.913,5.74,6.018,-0.043
503,TNFSF9,0.268,0.501,0.051,0.015,0.913,0.801,5.927,6.135,-0.02,0.879,0.905,5.935,6.006,-0.02
192,GGT5,0.264,0.318,0.057,0.061,0.948,0.961,4.687,4.395,-0.045,0.961,0.962,4.838,4.588,-0.053
283,MCAM,0.26,0.356,0.03,0.076,0.934,0.917,6.53,6.75,-0.02,0.944,0.903,6.619,7.057,-0.029
92,CD37,0.259,0.518,0.032,0.031,0.861,0.82,6.358,6.344,-0.015,0.931,0.828,5.802,5.668,-0.021
475,STRAP,0.256,0.358,0.093,0.049,0.932,0.908,4.541,5.03,-0.037,0.974,0.966,4.09,4.378,-0.051
432,SLC26A6,0.246,0.487,0.038,0.138,0.821,0.866,5.104,4.973,-0.065,0.885,0.864,5.402,5.084,-0.087
202,GPRC5B,0.246,0.345,0.217,0.079,0.97,0.87,5.932,6.371,-0.177,0.975,0.974,4.501,4.325,-0.056
290,MIF,0.24,0.401,0.21,0.118,0.827,0.935,6.085,6.533,-0.072,0.835,0.859,5.982,5.646,-0.031
1,ABCA8,0.236,0.413,0.065,0.024,0.89,0.85,4.585,4.92,-0.054,0.898,0.88,4.832,4.925,-0.053
494,TMED10,0.233,0.325,0.01,0.125,0.892,0.949,5.6,5.604,-0.139,0.904,0.939,5.561,5.222,-0.11
171,F2RL3,0.218,0.311,0.15,0.03,0.917,0.912,5.498,4.848,-0.047,0.944,0.915,4.833,4.927,-0.045
63,ATP6V1E1,0.164,0.302,0.168,0.045,0.836,0.882,4.229,4.46,-0.858,0.986,0.992,3.522,3.414,-0.12
501,TNFRSF1B,0.0,,,,0.459,0.591,,,,0.533,0.234,,,
490,TGOLN2,0.0,,,,0.0,0.0,,,,0.0,0.0,,,
402,SELPLG,0.0,,,,0.787,0.509,,,,0.032,0.0,,,
502,TNFRSF8,0.0,,,0.02,0.618,0.403,,,,0.871,0.865,5.335,5.19,-0.024
401,SDCBP,0.0,,,,0.574,0.233,,,,0.818,0.337,,,
485,TFPI,0.0,,,,0.726,0.758,,,,0.457,0.665,,,
487,TFRC,0.0,,,,0.271,0.0,,,,0.249,0.338,,,
398,SDC1,0.0,,,,0.758,0.622,,,,0.721,0.28,,,
506,TPCN1,0.0,,0.234,,0.878,0.826,7.095,6.223,-0.082,0.343,0.41,,,
392,RTN4,0.0,,,,0.0,0.0,,,,0.0,0.0,,,
385,RNASET2,0.0,,,,0.0,0.0,,,,0.0,0.0,,,
529,ZDHHC5,0.0,,,,0.0,0.041,,,,0.0,0.011,,,
527,YIPF3,0.0,,,,0.0,0.0,,,,0.0,0.0,,,
389,RPL15,0.0,,,,0.789,0.587,,,,0.692,0.733,,,
525,VTN,0.0,,0.028,,0.961,0.949,5.063,5.189,-0.038,0.977,0.75,,,
523,VDAC1,0.0,,,,0.0,0.0,,,,0.0,0.0,,,
522,VCL,0.0,,,0.081,0.669,0.914,,,,0.831,0.871,6.411,6.309,-0.884
510,TSPAN31,0.0,,,,0.0,0.0,,,,0.0,0.0,,,
514,TYRO3,0.0,,0.006,,0.991,0.995,2.419,2.398,-0.123,0.991,0.737,,,
396,SCAMP3,0.0,,,,0.0,0.0,,,,0.0,0.0,,,
397,SCARB1,0.0,,,,0.526,0.559,,,,0.016,0.137,,,
399,SDC3,0.0,,,,0.0,0.0,,,,0.079,0.446,,,
512,TXNDC13,0.0,,,0.045,0.753,0.916,,,,0.925,0.943,4.343,4.254,-0.116
400,SDC4,0.0,,,,0.837,0.633,,,,0.796,0.152,,,
481,SYPL1,0.0,,,,0.0,0.0,,,,0.0,0.0,,,
428,SLC25A3,0.0,,,,0.0,0.0,,,,0.0,0.0,,,
477,STXBP2,0.0,,0.137,,0.991,0.971,2.627,2.977,-0.117,0.999,0.796,,,
420,SLC1A5,0.0,,,0.035,0.836,0.75,,,,0.904,0.864,6.368,6.423,-0.026
445,SLC39A14,0.0,,0.046,,0.827,0.837,7.476,7.505,-0.024,0.749,0.824,,,
443,SLC38A2,0.0,,,,0.139,0.296,,,,0.0,0.464,,,
421,SLC20A1,0.0,,,,0.038,0.091,,,,0.252,0.476,,,
440,SLC30A1,0.0,,,,0.681,0.575,,,,0.478,0.467,,,
439,SLC2A5,0.0,,,,0.483,0.24,,,,0.0,0.0,,,
438,SLC2A4,0.0,,,,0.662,0.812,,,,0.796,0.906,,,
422,SLC20A2,0.0,,,,0.496,0.297,,,,0.16,0.223,,,
437,SLC2A3,0.0,,,,0.547,0.541,,,,0.381,0.352,,,
436,SLC2A13,0.0,,,,0.0,0.0,,,,0.0,0.0,,,
423,SLC22A23,0.0,,,0.038,0.794,0.778,,,,0.907,0.87,6.676,6.514,-0.025
435,SLC2A1,0.0,,,,0.739,0.712,,,,0.907,0.739,,,
424,SLC22A4,0.0,,,,0.691,0.325,,,,0.377,0.514,,,
425,SLC23A2,0.0,,,,0.663,0.516,,,,0.832,0.569,,,
426,SLC25A11,0.0,,,,0.0,0.0,,,,0.0,0.0,,,
433,SLC29A1,0.0,,0.103,,0.904,0.891,7.61,7.458,-0.084,0.713,0.549,,,
427,SLC25A13,0.0,,0.128,,0.929,0.826,7.396,7.204,-0.185,0.865,0.719,,,
430,SLC25A5,0.0,,,,0.0,0.0,,,,0.0,0.067,,,
447,SLC40A1,0.0,,0.013,,0.889,0.837,6.327,6.257,-0.03,0.822,0.708,,,
448,SLC43A1,0.0,,,,0.916,0.757,,,,0.788,0.711,,,
476,STX7,0.0,,,,0.0,0.0,,,,0.0,0.0,,,
419,SLC1A4,0.0,,,,0.744,0.679,,,,0.688,0.789,,,
474,STOML2,0.0,,,,0.191,0.241,,,,0.156,0.075,,,
473,STOM,0.0,,,,0.0,0.0,,,,0.0,0.0,,,
470,SPPL2B,0.0,,,,0.856,0.752,,,,0.861,0.797,,,
406,SEPHS1,0.0,,,,0.549,0.696,,,,0.205,0.0,,,
469,SPN,0.0,,,,0.088,0.011,,,,0.215,0.126,,,
408,SERINC3,0.0,,,,0.0,0.0,,,,0.0,0.01,,,
464,SNAP23,0.0,,,,0.0,0.0,,,,0.0,0.0,,,
429,SLC25A4,0.0,,,,0.0,0.0,,,,0.0,0.0,,,
463,SLCO4A1,0.0,,,,0.652,0.681,,,,0.697,0.735,,,
411,SLC11A2,0.0,,,,0.0,0.0,,,,0.0,0.0,,,
460,SLC7A6,0.0,,0.026,,0.854,0.801,7.531,7.492,-0.192,0.875,0.744,,,
459,SLC7A5,0.0,,,0.137,0.793,0.829,,,,0.944,0.804,6.694,6.304,-0.067
383,RHOG,0.0,,0.05,,0.959,0.963,6.835,6.886,-0.806,0.857,0.664,,,
416,SLC16A1,0.0,,,,0.0,0.0,,,,0.0,0.0,,,
452,SLC5A3,0.0,,,,0.504,0.316,,,,0.557,0.539,,,
449,SLC44A2,0.0,,0.035,,0.909,0.879,6.15,5.943,-0.026,0.901,0.782,,,
418,SLC19A2,0.0,,,,0.509,0.638,,,,0.72,0.649,,,
410,SLAMF6,0.0,,,0.044,0.896,0.729,,,,0.96,0.899,5.615,5.781,-0.027
0,ABCA7,0.0,,,0.109,0.846,0.573,,,,0.963,0.964,3.159,2.952,-0.124
382,RHOA,0.0,,,,0.0,0.0,,,,0.0,0.0,,,
108,CD99L2,0.0,,,,0.0,0.0,,,,0.0,0.0,,,
104,CD82,0.0,,,,0.773,0.607,,,,0.436,0.747,,,
102,CD69,0.0,,0.045,,0.866,0.828,6.267,6.567,-0.025,0.815,0.736,,,
101,CD63,0.0,,,,0.0,0.0,,,,0.0,0.0,,,
100,CD59,0.0,,,,0.042,0.0,,,,0.058,0.02,,,
99,CD55,0.0,,,,0.0,0.0,,,,0.0,0.0,,,
98,CD53,0.0,,,,0.085,0.078,,,,0.133,0.142,,,
96,CD47,0.0,,,,0.377,0.281,,,,0.661,0.119,,,
94,CD44,0.0,,,,0.763,0.854,,,,0.601,0.469,,,
93,CD40,0.0,,,,0.525,0.563,,,,0.539,0.736,,,
91,CD320,0.0,,,,0.0,0.0,,,,0.0,0.0,,,
90,CD200R1,0.0,,,,0.817,0.692,,,,0.243,0.0,,,
89,CD151,0.0,,,,0.638,0.726,,,,0.524,0.391,,,
87,CAT,0.0,,,,0.0,0.0,,,,0.585,0.388,,,
86,CASP3,0.0,,,,0.736,0.0,,,,0.719,0.0,,,
85,CAPN1,0.0,,,,0.469,0.693,,,,0.423,0.336,,,
107,CD99,0.0,,,,0.826,0.668,,,,0.543,0.449,,,
109,CDC42,0.0,,,,0.0,0.0,,,,0.0,0.0,,,
381,RHAG,0.0,,,,0.0,0.0,,,,0.0,0.0,,,
111,CDIPT,0.0,,,0.16,0.788,0.869,,,,0.852,0.889,5.584,4.639,-0.037
153,EEA1,0.0,,,,0.734,0.759,,,,0.556,0.22,,,
152,ECM1,0.0,,,,0.0,0.0,,,,0.0,0.0,,,
151,ECE1,0.0,,,,0.312,0.257,,,,0.0,0.0,,,
145,DLK1,0.0,,,,0.0,0.0,,,,0.0,0.0,,,
141,DCI,0.0,,,,0.0,0.0,,,,0.0,0.0,,,
139,DAG1,0.0,,0.03,,0.914,0.885,5.953,6.136,-0.033,0.838,0.783,,,
138,CUTA,0.0,,,,0.0,0.0,,,,0.0,0.0,,,
136,CTTN,0.0,,,,0.0,0.567,,,,0.0,0.554,,,
135,CTSB,0.0,,,,0.0,0.0,,,,0.0,0.0,,,
132,CSDE1,0.0,,,0.351,0.767,0.994,,,,0.86,0.982,1.742,1.828,-0.761
129,CPD,0.0,,,,0.892,0.761,,,,0.243,0.03,,,
125,CNPY2,0.0,,,,0.311,0.516,,,,0.513,0.248,,,
120,CLTA,0.0,,0.035,,0.903,0.932,5.51,5.53,-0.064,0.886,0.609,,,
118,CLN3,0.0,,,,0.0,0.0,,,,0.0,0.0,,,
113,CHID1,0.0,,,,0.0,0.037,,,,0.605,0.679,,,
83,CALR,0.0,,,,0.0,0.0,,,,0.0,0.0,,,
80,C8ORF55,0.0,,,,0.0,0.0,,,,0.011,0.05,,,
79,C20ORF3,0.0,,0.209,,0.99,0.928,5.397,5.191,-0.769,0.813,0.738,,,
76,C11ORF59,0.0,,,0.107,0.634,0.538,,,,0.863,0.889,7.867,7.787,-0.613
43,ASPH,0.0,,0.059,,0.958,0.98,3.934,3.638,-0.096,0.971,0.769,,,
40,APOE,0.0,,,,0.615,0.719,,,,0.056,0.021,,,
39,APOB48R,0.0,,,,0.0,0.0,,,,0.0,0.0,,,
38,APOA1BP,0.0,,,0.173,0.686,0.0,,,,0.843,0.943,7.351,6.349,-0.031
37,APLP2,0.0,,,,0.536,0.503,,,,0.051,0.005,,,
28,ANTXR2,0.0,,,,0.817,0.595,,,,0.0,0.261,,,
27,ANPEP,0.0,,0.037,,0.938,0.904,6.841,7.103,-0.02,0.737,0.62,,,
23,ALS2CR4,0.0,,,,0.0,0.0,,,,0.657,0.71,,,
22,ALCAM,0.0,,,,0.822,0.717,,,,0.769,0.651,,,
21,AHSG,0.0,,,,0.0,0.0,,,,0.0,0.0,,,
20,AHNAK,0.0,,,,0.551,0.628,,,,0.463,0.471,,,
16,ADAM9,0.0,,0.065,,0.891,0.911,6.453,6.186,-0.034,0.796,0.859,,,
10,ACPP,0.0,,0.137,,0.974,0.983,4.048,4.601,-0.128,0.827,0.757,,,
9,ACOX1,0.0,,,,0.0,0.0,,,,0.0,0.0,,,
4,ABCC10,0.0,,,,,,,,,0.0,0.251,,,
44,ATP11A,0.0,,,,0.799,0.842,,,,0.843,0.673,,,
45,ATP11B,0.0,,,,0.366,0.336,,,,0.417,0.458,,,
48,ATP1A1,0.0,,,,,,,,,0.44,0.576,,,
61,ATP6V1A,0.0,,,,0.734,0.883,,,,0.726,0.93,,,
74,BST2,0.0,,,,0.359,0.464,,,,0.472,0.606,,,
73,BSG,0.0,,,,0.688,0.639,,,,0.762,0.703,,,
70,BCAP31,0.0,,,,0.0,0.0,,,,0.0,0.0,,,
68,B4GALNT1,0.0,,0.196,,0.964,0.983,4.627,3.884,-0.06,0.812,0.476,,,
67,B2M,0.0,,,,0.0,0.0,,,,0.0,0.0,,,
65,ATPIF1,0.0,,,,0.0,0.0,,,,0.0,0.0,,,
60,ATP6V0D1,0.0,,,,0.112,0.074,,,,0.0,0.003,,,
53,ATP2B4,0.0,,,0.679,0.803,0.78,,,,0.859,0.933,6.221,3.65,-0.411
59,ATP6V0A2,0.0,,,,0.631,0.556,,,,0.386,0.391,,,
58,ATP6V0A1,0.0,,,,0.614,0.693,,,,0.357,0.435,,,
57,ATP6AP1,0.0,,,,0.0,0.0,,,,0.0,0.0,,,
56,ATP5O,0.0,,,,0.481,0.586,,,,0.438,0.52,,,
55,ATP5B,0.0,,,,0.546,0.589,,,,0.532,0.62,,,
54,ATP5A1,0.0,,,,0.166,0.253,,,,0.137,0.274,,,
157,EMP3,0.0,,,,0.0,0.0,,,,0.0,0.0,,,
160,ENPP3,0.0,,0.007,,0.893,0.927,6.47,6.443,-0.022,0.808,0.705,,,
167,ERP29,0.0,,,,0.623,0.845,,,,0.582,0.896,,,
309,NPC1,0.0,,,,0.0,0.0,,,,0.0,0.0,,,
341,PODXL2,0.0,,0.067,,0.857,0.835,7.084,7.362,-0.018,0.421,0.629,,,
335,PLXDC2,0.0,,0.225,,0.951,0.962,4.532,5.694,-0.037,0.0,0.67,,,
334,PLP2,0.0,,,,0.0,0.055,,,,0.106,0.197,,,
333,PLAUR,0.0,,,,0.704,0.316,,,,0.545,0.604,,,
329,PHB,0.0,,,0.084,0.772,0.889,,,,0.834,0.881,5.928,5.588,-0.026
328,PFKM,0.0,,,,0.586,0.848,,,,0.942,0.798,,,
327,PDIA6,0.0,,,,0.383,0.837,,,,0.526,0.814,,,
326,PDIA4,0.0,,,,0.756,0.919,,,,0.729,0.884,,,
322,PANX1,0.0,,,,0.856,0.742,,,,0.116,0.207,,,
319,P4HB,0.0,,,,0.0,0.186,,,,0.0,0.0,,,
318,P2RY1,0.0,,0.02,,0.926,0.966,5.647,5.581,-0.029,0.796,0.658,,,
317,P2RX1,0.0,,0.017,,0.974,0.895,6.195,6.285,-0.047,0.87,0.792,,,
316,ORAI1,0.0,,0.091,,0.88,0.821,7.002,6.525,-0.035,0.857,0.784,,,
315,NUCB2,0.0,,,,0.0,0.0,,,,0.0,0.0,,,
311,NRAS,0.0,,,,0.0,0.0,,,,0.0,0.0,,,
344,PRCP,0.0,,,,0.0,0.0,,,,0.0,0.0,,,
347,PRNP,0.0,,,0.07,0.765,0.635,,,,0.903,0.942,5.012,5.1,-0.071
359,PTTG1IP,0.0,,,,0.0,0.0,,,,0.0,0.0,,,
371,RAB8A,0.0,,0.044,,0.923,0.896,5.485,5.814,-0.028,0.0,0.043,,,
